title,Cluster,genres,production_companies,popularity
Paul Blart: Mall Cop,0,"Action, Adventure, Comedy, Family","Hey Eddie, Columbia Pictures, Relativity Media, Sony Pictures, Happy Madison Productions",14.164
Bronson,1,"Drama, Action, Crime","Vertigo Films, Aramid Entertainment Fund, Str8jacket Creations, EM Media, 4DH Films, Perfume Films, Bronson Productions, Protagonist Pictures, Scanbox Entertainment Production",13.937
Dogma,0,"Fantasy, Comedy, Adventure","View Askew Productions, STK Films, Lionsgate, Film4 Productions",14.462
Tom & Jerry,2,"Comedy, Family, Animation","Warner Bros. Pictures Animation, Turner Entertainment, The Story Company, Warner Bros. Pictures",43.029
Loving Vincent,1,"Animation, Drama, Mystery, History","Breakthru Films, Trademark Films, Centrum Technologii Audiowizualnych, PISF, Odra Film, Good Deed Entertainment",19.476
Ouija: Origin of Evil,2,Horror,"Platinum Dunes, Universal Pictures, Allspark Pictures, Blumhouse Productions, Hasbro",20.033
Suspiria,1,"Drama, Horror, Mystery, Fantasy","Muskat Filmed Properties, Amazon Studios, Frenesy Film, First Sun, MeMo Films, K Period Media, Mythology Entertainment, Vega Baby",17.531
Richard Jewell,1,"Drama, Crime","Warner Bros. Pictures, Malpaso Productions, Appian Way, Misher Films, 75 Year Plan Productions",16.924
Borat Subsequent Moviefilm,2,Comedy,"Amazon Studios, Four by Two Films, Oak Springs Productions",19.672
The Boss Baby: Family Business,0,"Animation, Comedy, Adventure, Family","DreamWorks Animation, Universal Pictures",69.144
The Assassination of Jesse James by the Coward Robert Ford,1,"Action, Drama, Western","Plan B Entertainment, Virtual Studios, Scott Free Productions, Alberta Film Entertainment, Jesse Films Inc., Warner Bros. Pictures",26.452
Eat Pray Love,1,"Drama, Romance","Red Om Films, Columbia Pictures, Plan B Entertainment",21.669
Johnny English Strikes Again,0,"Action, Adventure, Comedy",Working Title Films,21.362
Clerks,2,Comedy,View Askew Productions,14.312
J. Edgar,1,"Drama, Crime, History","Imagine Entertainment, Malpaso Productions, Wintergreen Productions, Warner Bros. Pictures",13.314
Sound of Metal,1,"Drama, Music","Flat 7, Ward Four, Caviar",17.475
The Ides of March,1,Drama,"Appian Way, Crystal City Entertainment, Cross Creek Pictures, Exclusive Media, Smoke House Pictures",13.235
Surf's Up,2,"Animation, Comedy, Family","Columbia Pictures, Sony Pictures Animation",24.306
Paranormal Activity 2,2,"Horror, Mystery","Paramount, Blumhouse Productions, Solana Films",19.283
I Saw the Devil,2,"Thriller, Horror","Softbank Ventures, Peppermint&company, Siz Entertainment, Finecut, Michigan Venture Capital, CJ Entertainment, Showbox",24.682
Midway,0,"Action, Drama, War, History, Adventure","AGC Studios, Centropolis Entertainment, Street Entertainment, Entertainment One, Starlight Culture Entertainment Group, Shanghai RuYi Entertainment",33.577
Season of the Witch,0,"Adventure, Fantasy, Action","Atlas Entertainment, Relativity Media, Mandate International",24.468
Don't Breathe 2,2,"Thriller, Horror","Ghost House Pictures, Stage 6 Films, Good Universe, Bad Hombre Films, Screen Gems",38.036
The Big Sick,1,"Comedy, Drama, Romance","Amazon Studios, FilmNation Entertainment, Apatow Productions, Story Ink",12.076
Babylon,1,"Drama, Comedy","Paramount, Marc Platt Productions, Material Pictures, C2 Motion Picture Group, Wild Chickens, Organism Pictures",54.971
Adaptation.,1,"Comedy, Crime, Drama","Columbia Pictures, Propaganda Films, Good Machine, Intermedia, Beverly Detroit, Clinica Estetico",15.59
Tom Clancy's Without Remorse,0,"Adventure, Action, Thriller, War","Weed Road Pictures, Outlier Society Productions, The Saw Mill",33.627
Beautiful Boy,1,Drama,"Plan B Entertainment, Big Indie Pictures, Amazon Studios",13.012
Run,1,"Thriller, Horror, Drama",Search Party,15.27
Fractured,2,Thriller,"Koji Productions, Crow Island Films, Macari/Edelstein, Paul Schiff Productions",15.483
X,2,Horror,"A24, Little Lamb Productions",101.313
Safe,0,"Action, Crime, Thriller","IM Global, Automatik Entertainment, Lawrence Bender Productions, 87Eleven, Trigger Street Productions",25.253
Elektra,0,"Action, Fantasy, Science Fiction","Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Marvel Enterprises, Horseshoe Bay Productions, Elektra Productions, SAI Productions, 20th Century Fox",23.991
Stuart Little 2,0,"Family, Adventure, Animation, Comedy","Columbia Pictures, Red Wagon Entertainment, Franklin/Waterman Productions",21.927
The Curse of La Llorona,2,"Horror, Mystery, Thriller","Atomic Monster, New Line Cinema",43.044
Deep Blue Sea,0,"Action, Horror, Science Fiction","Riche-Ludwig Productions, Village Roadshow Pictures, Groucho III Film Partnership, Warner Bros. Pictures",28.594
"Definitely, Maybe",2,"Comedy, Romance","Ringerike Erste Filmproduktion, Universal Pictures, StudioCanal, Working Title Films",16.889
The Forever Purge,0,"Horror, Action, Thriller","Blumhouse Productions, Platinum Dunes, Universal Pictures, Perfect World Pictures, Man in A Tree",56.739
Fun with Dick and Jane,2,Comedy,"JC 23 Entertainment, Imagine Entertainment, Columbia Pictures",19.325
Hardcore Henry,0,"Action, Adventure, Science Fiction","Bazelevs Production, Versus Pictures, STX Films, Huayi Brothers Pictures",19.836
It's Kind of a Funny Story,1,"Comedy, Drama","Focus Features, Wayfare Entertainment, Misher Films, Journeyman Pictures, Gowanus Projections, Start Media",15.512
Dirty Harry,0,"Action, Crime, Thriller","Warner Bros. Pictures, Malpaso Productions",19.126
Hustle,1,"Drama, Comedy","SpringHill Entertainment, Roth-Kirschenbaum Films, Happy Madison Productions",32.032
Gamer,0,"Action, Thriller, Science Fiction","Lionsgate, Lakeshore Entertainment",21.836
When We First Met,2,"Comedy, Romance, Fantasy","Long Road Productions, Footprint Features, Wonderland Sound and Vision, MXN Entertainment",11.215
Jackie,1,Drama,"Fox Searchlight Pictures, Why Not Productions, Wild Bunch, Protozoa Pictures, Bliss Media, Endemol Shine North America, Fabula, LD Entertainment",13.102
The Strangers,2,"Horror, Mystery, Thriller","Intrepid Pictures, Rogue Pictures, Vertigo Entertainment, Mandate Pictures, Mad Hatter Entertainment, Focus Features",19.752
Zack and Miri Make a Porno,2,Comedy,"Blue Askew, View Askew Productions, The Weinstein Company",34.506
Portrait of a Lady on Fire,1,"Drama, Romance","Lilies Films, ARTE France Cinéma, Hold Up Films",22.175
The Mountain Between Us,1,"Drama, Adventure, Romance","Chernin Entertainment, 20th Century Fox, Fox 2000 Pictures",35.553
The Boondock Saints,0,"Action, Thriller, Crime","Franchise Pictures, Brood Syndicate, B.D.S. Productions Inc., 20th Century Fox",20.293
Resident Evil: Welcome to Raccoon City,0,"Horror, Science Fiction, Action","Constantin Film, Davis Films, Screen Gems, CAPCOM, Impact Pictures",58.776
Perfect Blue,2,"Animation, Thriller","Madhouse, Rex Entertainment, Kotobuki Seihan Printing, Asahi Broadcasting Corporation, Fangs Co.",30.077
The SpongeBob Movie: Sponge Out of Water,0,"Family, Adventure, Comedy, Fantasy, Animation","Paramount Animation, Paramount, Nickelodeon Movies, Nickelodeon Animation Studio, United Plankton Pictures, Disruption Entertainment, Film Victoria, Rough Draft Studios",30.234
K-PAX,1,"Science Fiction, Drama, Mystery","Intermedia Films, Lawrence Gordon Productions, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Film4 Productions, Universal Pictures, Senator International",23.098
Enola Holmes 2,0,"Adventure, Mystery, Comedy, Crime","Legendary Pictures, PCMA Productions",31.817
Peninsula,0,"Horror, Adventure, Action, Thriller","Next Entertainment World, RedPeter Film, Vantage Holdings, Contents Panda",30.117
Pandorum,0,"Action, Horror, Mystery, Science Fiction, Thriller","Impact Pictures, Studio Babelsberg, Summit Entertainment, Constantin Film, Overture Films, FFA, FFF Bayern, Deutscher Filmförderfonds",27.11
Before Midnight,1,"Romance, Drama","Castle Rock Entertainment, Detour Filmproduction, Faliro House Productions, Venture Forth",14.361
Ghosts of Girlfriends Past,2,"Fantasy, Comedy, Romance","Panther, Jon Shestack Productions, New Line Cinema",18.383
The Little Things,1,"Crime, Drama, Thriller","Warner Bros. Pictures, Gran Via Productions",37.106
Storks,0,"Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Bros. Pictures Animation, Warner Bros. Pictures",17.375
Elite Squad,1,"Drama, Action, Crime","Universal Pictures do Brasil, The Weinstein Company, Zazen Produções, Estúdios Mega, Quanta Centro de Produções Cinematográficas, Costa Films, Posto 9, Feijão Filmes",31.549
The Man from Earth,1,"Science Fiction, Drama",Falling Sky Entertainment,20.303
Beverly Hills Cop II,0,"Action, Comedy, Crime","Eddie Murphy Productions, Paramount, Don Simpson/Jerry Bruckheimer Films",16.411
The Little Mermaid,0,"Adventure, Family, Fantasy, Romance","Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",353.543
Green Street Hooligans,1,"Crime, Drama","OddLot Entertainment, Yank Film Finance Limited, Senator International",15.282
Flatliners,1,"Drama, Horror, Thriller","The Safran Company, Columbia Pictures, Cross Creek Pictures, Furthur Films, Laurence Mark Productions",14.902
Never Back Down,1,"Drama, Action","Summit Entertainment, Mandalay Pictures, Baumgarten Management and Productions (BMP)",28.0
Sherlock: The Abominable Bride,1,"Crime, Drama, Mystery, TV Movie",BBC,28.5
Widows,2,"Crime, Thriller","New Regency Pictures, See-Saw Films, Film4 Productions, Lammas Park, Regency Enterprises",19.439
Legend of the Guardians: The Owls of Ga'Hoole,0,"Animation, Adventure, Family, Fantasy","Animal Logic, Cruel & Unusual Films, Village Roadshow Pictures",29.204
I Now Pronounce You Chuck & Larry,2,"Comedy, Romance","Universal Pictures, Happy Madison Productions",17.553
Halloween,2,Horror,"Dimension Films, Nightfall Productions, Spectacle Entertainment Group",27.39
Foxcatcher,1,"Drama, Thriller","Annapurna Pictures, MRC, Likely Story, Full Nelson Entertainment, Sony Pictures Classics",23.052
The Raid 2,0,"Action, Crime, Thriller","XYZ Films, PT. Merantau Films, Stage 6 Films, Sony Pictures Classics",23.228
Point Break,0,"Action, Adventure, Crime, Thriller","Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Taylor-Baldecchi-Wimmer Productions, Warner Bros. Pictures, Summit Entertainment, Cine Tirol, Eagle Pictures",22.607
Sky High,0,"Adventure, Comedy, Family","Max Stronghold Productions Inc., Walt Disney Pictures, Gunn Films",27.256
The Addams Family,0,"Family, Animation, Comedy, Fantasy","Cinesite Animation, Nitrogen Studios Canada, Bron Studios, Metro-Goldwyn-Mayer",32.867
Wild Hogs,0,"Action, Adventure, Comedy","Touchstone Pictures, Wild Hogs Productions",29.463
Every Day,2,"Fantasy, Romance","FilmWave, Likely Story, Silver Reel",9.493
Never Let Me Go,1,"Drama, Romance, Science Fiction","Fox Searchlight Pictures, DNA Films, Film4 Productions, Dune Entertainment",12.449
Push,0,"Science Fiction, Action, Adventure, Thriller","Summit Entertainment, Icon Productions, Infinity Features Entertainment",22.864
Burlesque,1,"Drama, Romance","Screen Gems, Bedford Falls Productions",17.776
Spenser Confidential,0,"Comedy, Action, Thriller","Film 44, Original Film, Closest to the Hole Productions, Leverage Entertainment",16.749
All the Money in the World,2,"Crime, History, Thriller","Scott Free Productions, TriStar Pictures, Imperative Entertainment, Lotus Production, Redrum Films, STX Films, Panorama Films",22.128
Norbit,2,Comedy,"Tollin/Robbins Productions, Davis Entertainment, DreamWorks Pictures",46.279
Hostiles,1,"Western, Drama, History","Entertainment Studios Motion Pictures, Waypoint Entertainment, Le Grisbi Productions, Bloom",18.156
Gothika,2,"Horror, Thriller",Dark Castle Entertainment,20.694
Paddington 2,0,"Adventure, Comedy, Family","Heyday Films, StudioCanal, Anton Capital Entertainment, Canal+, Ciné+, Marmalade Films Ltd., Warner Bros. Pictures",18.826
Stranger Than Fiction,1,"Comedy, Drama, Fantasy, Romance","Three Strange Angels, Mandate Pictures, Mandate International, Columbia Pictures",14.272
The Snowman,2,"Crime, Thriller","Universal Pictures, Working Title Films, Another Park Film, Perfect World Pictures, dentsu",15.842
Wolf Children,0,"Animation, Family, Drama, Fantasy, Adventure","Studio Chizu, Madhouse, Nippon Television Network Corporation, Kadokawa Shoten, VAP, D.N. Dream Partners, Yomiuri Telecasting Corporation, TOHO",32.542
Chaos Walking,0,"Fantasy, Science Fiction, Adventure","Quadrant Pictures, Lionsgate, Bron Studios, 3 Arts Entertainment, TIK Films, Hercules Film Fund, Allison Shearmur Productions, Creative Wealth Media Finance",23.905
Case 39,2,"Horror, Mystery, Thriller","Paramount Vantage, Misher Films, Anonymous Content, Case 39 Productions",19.964
Selma,1,"History, Drama","Plan B Entertainment, Harpo Films, Celador Films, Pathé, Cloud Eight Films",10.925
Zoolander 2,0,"Comedy, Adventure, Action","Scott Rudin Productions, Red Hour",22.338
The Spy Who Dumped Me,0,"Action, Comedy","Imagine Entertainment, Lionsgate, Bron Studios",19.838
Pete's Dragon,0,"Adventure, Family, Fantasy",Whitaker Entertainment,14.491
The Banshees of Inisherin,1,"Drama, Comedy, History","Searchlight Pictures, Blueprint Pictures, Film4 Productions, Metropolitan Films International, TSG Entertainment",26.625
The Bank Job,1,"Thriller, Crime, Drama","Omnilab Media, Mosaic Media Group, Relativity Media, Skyline (Baker St), Atlas Entertainment",25.532
Stoker,1,"Drama, Horror, Thriller","Fox Searchlight Pictures, Indian Paintbrush, Scott Free Productions, Dayday Films, Ingenious Media",16.614
Thunderball,0,"Adventure, Action, Thriller",Eon Productions,27.879
King Richard,1,"Drama, History","Star Thrower Entertainment, Westbrook Studios, Warner Bros. Pictures, Overbrook Entertainment",28.039
Priest,0,"Action, Fantasy, Horror, Thriller","Michael De Luca Productions, Stars Road Entertainment, TOKYOPOP, Buckaroo Entertainment, Screen Gems",19.594
Superman II,0,"Science Fiction, Action, Adventure","Dovemead Films, Film Export A.G., Warner Bros. Pictures, DC Comics",23.873
Tron,0,"Science Fiction, Action, Adventure","Lisberger/Kushner Productions, Walt Disney Productions",22.842
Killers,0,"Action, Comedy, Thriller, Romance","Katalyst Films, Lionsgate, Aversano Films",16.783
Ip Man 2,1,"Action, History, Drama","Mandarin Films, Golden Harvest Company, Henan Film & TV Production Group Henan Film Studio, Beijing ShengShi HuaRei Film Investment & Management Co., Desen International Media, Prosperity Pictures, Foshan Pearl River Media Group, Donlord Skykee Film Investment, Teng Yuan Film & TV Media, Beijing Baron Stars Culture Media, Shenzhen Haiguchi Investment, Beijing Xinyinglian Cinema Circuit",4.28
The Fundamentals of Caring,1,"Comedy, Drama","Worldwide Pants, Levantine Entertainment",10.564
About a Boy,1,"Drama, Comedy, Romance","Universal Pictures, StudioCanal, Working Title Films, Tribeca Productions, Kalima Productions",12.669
I Spit on Your Grave,2,"Thriller, Crime, Horror","Anchor Bay Films, CineTel Films",32.901
The Time Machine,0,"Science Fiction, Adventure, Action","DreamWorks Pictures, Warner Bros. Pictures",25.896
Dead Silence,2,Horror,"Evolution Entertainment, Universal Pictures, Twisted Pictures",35.662
The Smurfs 2,0,"Fantasy, Family, Comedy, Animation","NeoReel, Columbia Pictures, Sony Pictures Animation, Hemisphere Media Capital, Kerner Entertainment Company, Sony Pictures",33.191
Splice,2,"Horror, Science Fiction, Thriller","Gaumont, Dark Castle Entertainment, Copperheart Entertainment, Senator Entertainment, Warner Bros. Pictures, Canal+, Silver Pictures, TPS Star, Téléfilm Canada",23.76
The Men Who Stare at Goats,2,"Comedy, War","Ruby Films, BBC Film, Smoke House Pictures, Overture Films, UK Film Council, Mandate International",12.944
Meg 2: The Trench,0,"Action, Science Fiction, Horror","Apelles Entertainment, Warner Bros. Pictures, di Bonaventura Pictures, CMC Pictures, DF Pictures, Onaroll Productions",1567.273
Paranormal Activity 3,2,"Horror, Mystery","Paramount, Blumhouse Productions, Solana Films, Room 101",32.178
Pride and Prejudice and Zombies,2,"Romance, Horror, Comedy, Thriller","Screen Gems, Handsomecharlie Films, Cross Creek Pictures, Darko Entertainment, Panorama Media, QC Entertainment, MadRiver Pictures, Allison Shearmur Productions, Head Gear Films, PPZ Holdings, Sierra/Affinity, Stage 6 Films",25.09
Milk,1,"History, Drama","Groundswell Productions, Jinks/Cohen Company, Focus Features",15.301
Ma,2,"Horror, Thriller","Universal Pictures, Blumhouse Productions, Wyolah Films",15.987
Coming 2 America,2,Comedy,"Paramount, New Republic Pictures, Eddie Murphy Productions, Misher Films",23.252
Fear Street: 1994,2,"Mystery, Horror",Chernin Entertainment,26.06
Green Zone,0,"War, Action, Adventure, Drama, Thriller","Universal Pictures, StudioCanal, Relativity Media, Working Title Films, dentsu, Atresmedia, Kanzaman Productions",20.64
